score,theme,source_db,query_id,accession,uid,title,summary,taxon,data_type,n_samples,tissues,has_human,has_exercise,has_obesity,has_inflammation,has_nampt_axis,has_omics,pubmed_ids,ftp_link,url,year_or_date
13,obesity;weight_loss,GEO/GDS,obesity_adipose_inflammation_geo,GSE267211,200267211,"Transcriptomics analysis of white adipose tissue, gastrocnemius muscle and liver tissues from Ogg1Tg mice.","Obesity is associated with increased oxidative stress that damages genomic and mitochondrial DNA. Oxidatively-induced lesions in both DNA pools are repaired via the base-excision repair pathway, initiated by DNA glycosylases such as 8-oxoguanine DNA glycosylase (OGG1). Global deletion of OGG1 and common OGG1 polymorphisms render mice and humans susceptible to metabolic disease. Moreover, mice with transgenic targeting of OGG1 to mitochondria (Ogg1Tg mice) confer significant protection from diet-induced obesity, insulin resistance, and adipose tissue inflammation. Here, we analyzed transcriptomics of gastrocnemius muscle from Ogg1Tg mice and control mice (C57BL/6J mice) by bulk RNA sequencing (RNAseq).",Mus musculus,Expression profiling by high throughput sequencing,6,adipose,1,1,1,1,0,1,41812879,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE267nnn/GSE267211/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267211,
13,obesity,GEO/GDS,obesity_muscle_metabolism_geo,GSE282850,200282850,Functional dissection of metabolic trait-associated variants in steady state and stimulated human skeletal muscle cells [RNA-Seq],"Type 2 diabetes (T2D) is a common metabolic disorder characterized by dysregulation of glucose metabolism. Genome-wide association studies have defined hundreds of signals associated with T2D and related metabolic traits, most of which are found in noncoding regions. Given their central role in insulin production and glucose homeostasis, much focus has been devoted to investigating T2D-associated genetic variation in pancreatic islets; however, metabolic disease pathogenesis and risk is distributed across other important metabolic tissues, including the liver, adipose, and skeletal muscle. Here, we performed RNA-seq in human skeletal muscle cells in one of four conditions: (1) undifferentiated or differentiated with (2) basal media, (3) media supplemented with the AMP analog 5-aminoimidazole-4-carboxamide ribonucleotide (AICAR) to mimic physiological effects of exercise or (4) media containing sodium palmitate which is known to induce insulin resistance. We used these profiles to identify how relevant metabolic stimuli influence transcriptome-wide gene regulation.",Homo sapiens,Expression profiling by high throughput sequencing,15,skeletal_muscle;adipose,1,1,1,0,0,1,39677760,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE282nnn/GSE282850/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282850,
13,obesity,GEO/GDS,obesity_muscle_metabolism_geo,GSE245048,200245048,"Loss of atrial natriuretic peptide signaling causes mitochondrial dysfunction, insulin resistance and low endurance capacity","Type 2 diabetes (T2D) and obesity are strongly associated with low natriuretic peptide (NP) plasma levels and impaired NP signaling with a down-regulation of NP guanylyl cyclase receptor-A (GCA) in skeletal muscle and adipose tissue. However, no study has so far provided evidence for a causal link between ANP/GCA deficiency and T2D development. Here, we show that both ANP and GCA deficiency in mice promotes metabolic disturbances and prediabetes. In GCA haploinsufficient mice, skeletal muscle insulin resistance is associated with altered mitochondrial function and impaired endurance running capacity. Muscle RNA-seq analyses reveal down-regulation of various gene sets related to mitochondrial protein complexes and translation. Despite normal mitochondrial content, GCA haploinsufficient mice exhibit increased proton leak and reduced content of mitochondrial oxidative phosphorylation (OXPHOS) proteins. Using various clinical studies and cohorts, we further show that GCA is related to various metabolic traits in T2D and positively correlates with markers of oxidative capacity in human skeletal muscle. Altogether, these results indicate that ANP/GCA signaling controls muscle mitochondrial integrity and oxidative capacity in vivo and plays a causal role in the development of T2D.",Mus musculus,Expression profiling by high throughput sequencing,16,skeletal_muscle;adipose;blood_pbmc,1,1,1,0,0,1,39383215,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE245nnn/GSE245048/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE245048,
13,weight_loss,GEO/GDS,weight_loss_exercise_adipose_muscle_geo,GSE287246,200287246,Interrupting T cell memory ameliorates exaggerated metabolic response to weight cycling,"People frequently go through cycles of weight gain and loss. This weight cycling has been demonstrated, in humans and animal models, to increase cardiometabolic disease and disrupt glucose homeostasis. Obesity itself — and to an even greater extent weight regain — causes adipose tissue inflammation, resulting in metabolic dysfunction. Studies show that even after weight loss, increased numbers of lipid associated macrophages and memory T cells persist in adipose tissue and become more inflammatory upon weight regain. These findings suggest that the immune system retains a ""memory"" of obesity, which may contribute to the elevated inflammation and metabolic dysfunction associated with weight cycling. Here, we show that blocking the CD70-CD27 axis, responsible for immunological memory, decreases the number of memory T cells and reduces T cell clonality within adipose tissue after weight loss and weight cycling. Furthermore, while mice with impaired ability to create obesogenic immune memory have similar metabolic responses as wildtype mice to stable obesity, they are protected from the worsened glucose tolerance associated with weight cycling. Our data are the first to target metabolic consequences of weight cycling through an immunomodulatory mechanism. Thus, we propose a new avenue of therapeutic intervention by which targeting memory T cells can be leveraged to minimize the adverse consequences of weight cycling. These findings are particularly timely given the increasing use of efficacious weight loss drugs, which will likely lead to more instances of human weight cycling.",Mus musculus,Other; Expression profiling by high throughput sequencing,31,adipose,1,0,1,1,0,1,41701539,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE287nnn/GSE287246/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE287246,
13,repair,GEO/GDS,exercise_muscle_damage_geo,GSE292517,200292517,"AMPK signaling is dysregulated in human tendinopathy and loss of AMPKα1 leads to cell, matrix and mechanical dysfunction in mouse Achilles tendon [RNAseq_AMPK_WheelRunning]","Tendinopathy is a tendon disorder that is caused by the failure to self-repair and has many pathological characteristics such as disorganized ECM and decreased cell viability. We have identified a possible target to combat these changes, AMPK, an energy stress sensor that was shown to maintain intracellular homeostasis. Through bulk RNA sequencing of healthy and tendinopathic tendons from humans we have identified a novel finding of downregulation of AMPK signaling in the tendinopathic samples which suggests AMPK plays a role in tendon homeostasis. Our studies utilizing a conditional knock-out of Prkaa1 in tendon in mice showed that loss of AMPK results in degenerative ECM, impaired biomechanical properties and increased cellular senescence in Achilles tendon through the lifespan. Additionally, we found that exercise can delay senescence onset independent of AMPK. These findings highlight the importance of energy metabolism in tendon health which will assist in understanding the onset and progression of tendinopathy.",Mus musculus,Expression profiling by high throughput sequencing,25,tendon_repair,1,1,0,0,1,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292517/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292517,
13,repair,GEO/GDS,exercise_muscle_damage_geo,GSE292357,200292357,"AMPK signaling is dysregulated in human tendinopathy and loss of AMPKα1 leads to cell, matrix and mechanical dysfunction in mouse Achilles tendon","Tendinopathy is a tendon disorder that is caused by the failure to self-repair and has many pathological characteristics such as disorganized ECM and decreased cell viability. We have identified a possible target to combat these changes, AMPK, an energy stress sensor that was shown to maintain intracellular homeostasis. Through bulk RNA sequencing of healthy and tendinopathic tendons from humans we have identified a novel finding of downregulation of AMPK signaling in the tendinopathic samples which suggests AMPK plays a role in tendon homeostasis. Our studies utilizing a conditional knock-out of Prkaa1 in tendon in mice showed that loss of AMPK results in degenerative ECM, impaired biomechanical properties and increased cellular senescence in Achilles tendon through the lifespan. Additionally, we found that exercise can delay senescence onset independent of AMPK. These findings highlight the importance of energy metabolism in tendon health which will assist in understanding the onset and progression of tendinopathy.",Mus musculus,Expression profiling by high throughput sequencing,24,tendon_repair,1,1,0,0,1,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292357/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292357,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE310858,200310858,Different effects of 3-week disuse on the phenotype and gene expression of the calf and thigh muscles,"Disuse, like several other pathological conditions, has specific effects on various skeletal muscles. The mechanisms underlying these responses remain unclear. Three-week bed rest resulted in a greater decrease in lean mass, endurance, and more pronounced changes in the proteome and transcriptome of the calf muscles than the thigh muscles. A greater decrease in calf muscle mass was related to suppression of translation regulators. Meanwhile, a decrease in endurance of the calf muscles was associated with mitochondrial dysregulation. Most large-scale changes in the transcriptome did not translate into changes in the proteome. However, changes in the RNA levels played a dominant role in regulating expression of specific proteins, such as mitochondrial biogenesis regulators, whereas for others (proteins of ribosome and exosome, etc.) this factor played little or no role. Our findings provide a foundation for developing targeted approaches to counteract the negative effects of disuse on different muscles.",Homo sapiens,Expression profiling by high throughput sequencing,48,skeletal_muscle,1,1,0,0,0,1,42113967,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE310nnn/GSE310858/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310858,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE277549,200277549,Mitochondria isolated from male skeletal muscle contain a small and distinct population of microRNA that are differentially expressed following acute endurance exercise [miRNA-seq],"Initially thought to localise at the cytosol and nucleus only, emerging evidence indicates that miRNAs also localise within the mitochondria where they could regulate diverse pathological and physiological processes. Therefore, the aim of the current study was to use small RNA sequencing to profile the entire population of miRNAs in human skeletal muscle of healthy males in isolated mitochondria and whole-tissue in response to acute endurance exercise. Twelve healthy males (age 26 ± 4 years, mean ± SD) cycled for 60 min at 70% VO2peak and muscle biopsies were collected at rest, immediately after and 3 h after exercise. The mitochondria were isolated by immunoprecipitation, further purified, then the resident RNA was sequenced to assess the mitochondrial transcriptome. Small RNA sequencing revealed that mitochondria isolated from male skeletal muscle tissue contain a small and distinct population of miRNAs. Of the approximately 110 mature miRNAs detected in skeletal muscle mitochondria at each time-point, the canonical myo-miRs miR-1, miR-133 and miR-206 families constituted on average 45% of total mitochondria miRNA reads. However, none of the canonical myo-miRs were differentially expressed in mitochondria following endurance exercise. Future research is now required to investigate miRNA-mRNA interactions in the mitochondria of skeletal muscle tissue.",Homo sapiens,Non-coding RNA profiling by high throughput sequencing,35,skeletal_muscle,1,1,0,0,0,1,41964396,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE277nnn/GSE277549/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277549,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE276889,200276889,Mitochondria isolated from male skeletal muscle contain a small and distinct population of microRNA that are differentially expressed following acute endurance exercise,"Initially thought to localise at the cytosol and nucleus only, emerging evidence indicates that miRNAs also localise within the mitochondria where they could regulate diverse pathological and physiological processes. Therefore, the aim of the current study was to use small RNA sequencing to profile the entire population of miRNAs in human skeletal muscle of healthy males in isolated mitochondria and whole-tissue in response to acute endurance exercise. Twelve healthy males (age 26 ± 4 years, mean ± SD) cycled for 60 min at 70% VO2peak and muscle biopsies were collected at rest, immediately after and 3 h after exercise. The mitochondria were isolated by immunoprecipitation, further purified, then the resident RNA was sequenced to assess the mitochondrial transcriptome. Small RNA sequencing revealed that mitochondria isolated from male skeletal muscle tissue contain a small and distinct population of miRNAs. Of the approximately 110 mature miRNAs detected in skeletal muscle mitochondria at each time-point, the canonical myo-miRs miR-1, miR-133 and miR-206 families constituted on average 45% of total mitochondria miRNA reads. However, none of the canonical myo-miRs were differentially expressed in mitochondria following endurance exercise. Future research is now required to investigate miRNA-mRNA interactions in the mitochondria of skeletal muscle tissue.",Homo sapiens,Expression profiling by high throughput sequencing,33,skeletal_muscle,1,1,0,0,0,1,41964396,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE276nnn/GSE276889/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE276889,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE325919,200325919,Mitochondrial remodeling in skeletal muscle underlies exercise-induced reversal of age-associated functional decline in mice and humans,RNA-seq experiment to investigate the effect of training on muscle tissue in WT C57BL/6J and G6PD-tg mice. The goal of the study is to assess differential gene expression related to genotype and training status.,Mus musculus,Expression profiling by high throughput sequencing,30,skeletal_muscle,1,1,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE325nnn/GSE325919/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325919,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE283368,200283368,Parathyroidectomy Restores Skeletal Muscle Strength and Transcriptome in Individuals with Primary Hyperparathyroidism,"Background: Primary hyperparathyroidism (pHPT) is a common endocrine disorder leading to hypercalcemia and skeletal muscle dysfunction. Muscle weakness is associated with increased risk of morbidity and mortality but is overlooked in surgical guidelines for parathyroidectomy. While parathyroidectomy is the only curative treatment, its effects on skeletal muscle strength and molecular remodelling remain underexplored. Methods: We conducted a prospective observational cohort study involving 21 postmenopausal women with pHPT, of whom 15 completed the full protocol. Clinical assessments, magnetic resonance imaging (MRI), and skeletal muscle biopsies were performed before and three months post-parathyroidectomy. Muscle strength was evaluated using the timed stand test (TST) and isokinetic dynamometry, while RNA sequencing characterized transcriptomic changes in muscle biopsies. Findings: Parathyroidectomy normalized calcium and PTH levels, accompanied by significant improvements in muscle strength and composition. MRI revealed an increase in muscle volume and a reduction in fat fraction, without changes in physical activity levels. Transcriptomic analysis identified 981 differentially expressed genes post-surgery, enriched in pathways related to extracellular matrix remodelling, angiogenesis, and mitochondrial metabolism. Notably, transcriptional changes mirrored exercise-induced adaptations.",Homo sapiens,Expression profiling by high throughput sequencing,36,skeletal_muscle,1,1,0,0,0,1,40690900,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE283nnn/GSE283368/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283368,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE274637,200274637,MYOD1L122R induces cancer stem cell pathways to impart chemotherapy and radiation-resistance in aggressive rhabdomyosarcoma [ChIP-seq],"Rhabdomyosarcoma (RMS) is a common pediatric soft tissue sarcoma of skeletal muscle. Worse outcomes are associated with specific subtypes of RMS, including the 10% of fusion-negative tumors that harbor point mutations in the DNA binding domain of MYOD1 (myogenic differentiation 1) transcription factor. Due to the rarity of these patient samples and dearth of cell lines/animal models, the molecular function of MYOD1L122R remains unknown. Here, we create the first animal model of this disease showing that MYOD1L122R is not oncogenic but collaborates with RAS activation to create highly aggressive RMS in transgenic zebrafish, akin to what is reported in human disease. Limiting dilution cell transplantation revealed that MYOD1L122R also elevated the overall frequency of tumor propagating cells in the zebrafish model. We next generated isogenic knock-in MYOD1L122R human cell line models and showed that these cells were refractory to standard of care vincristine, actinomycin, and cyclophosphamide while also elevating the overall frequency of tumor propagating cells. Indeed, single-cell RNA transcriptional profiling and single-cell assay for transposase-accessible chromatin with sequencing (ATAC-Seq) of patient and patient-derived xenografts confirmed the elevation of cancer stem cell programs within MYOD1L122R tumors. Using unbiased whole-genome ChIP and RNA sequencing, we next identified the shared and differential genomic binding regions by MYOD1L122R as compared to wildtype MYOD1. Most notably, MYOD1L122R bound uniquely to and transcriptionally upregulated mesenchymal pathway enriched genes that are known to correlate with RMS cancer stemness. Finally, mechanistic studies uncovered that MYOD1L122R binds to the regulatory element of ROR2 (receptor tyrosine kinase like orphan receptor 2), upregulating its expression, which then turns on a novel WNT11-ROR2-VANGL2 axis to induce non-canonical WNT signaling and elevate cancer stemness.",Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing,32,skeletal_muscle,1,1,0,0,0,1,41372143,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE274nnn/GSE274637/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274637,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE292369,200292369,Acute Nutritional Ketosis During Early Recovery from Exercise Does Not Affect Skeletal Muscle Transcriptomic Response,"Purpose: Recent research suggests that Ketone monoester (KME) supplementation may enhance skeletal muscle adaptation to exercise, possibly modulated be an increased secretion of erythropoietin (EPO) and increased muscle glycogen resynthesis, but the precise molecular pathways driving the response remain uncertain. Therefore, we aimed at characterising the modulation of skeletal muscle by KME through a genome-wide characterisation of the transcriptome early post-exercise. Methods: Following a randomized, double-blind, crossover design, recreationally active men [n= 9; age: 26 ± 5 (means ± SD); height: 1.80 ± 0.07 m; body mass: 80 ± 9 kg; V̇O2max: 47 ± 4 mL·kg-1·min-1]) completed two experimental trials where they ingested either 1.25 g/kg of KME (>96% (R)-3-hydroxybutyl (R)-3-hydroxybutyrate) or a taste-matched placebo (PLA) drink around exercise (90-min cycling at 60% of VO2max) in standardised conditions. . Venous blood samples were taken throughout baseline, exercise and recovery, and skeletal muscle biopsies were taken at baseline and 3-h post exercise. Results: KME intake elevated serum ßHB concentrations post-exercise to 3.3 ± 0.5 mM and remained elevated levels during recovery (range: ~4.0–4.7 mM). Remarkably, there was no marked upregulation or downregulation of differentially expressed genes at 3-h post-exercise with KME supplementation compared to PLA. Although, baseline serum EPO levels were higher in PLA (12.8 ± 3.9 IU/L) compared to KME (10.1 ± 5.7 IU/L) and remained slightly higher in PLA throughout recovery, there was not significant difference between conditions. Pre- and post- exercise muscle glycogen concentrate were similar between conditions (KME PRE: 501 ± 118 mmol/kg, KME POST, 284 ± 117 mmol/kg, PLA PRE: 492 ± 102 mmol/kg, PLA POST: 282 ± 184 mmol/kg). Conclusions: Our findings indicate that despite a sustained post-exercise increase in serum ßHB concentrations, KME supplementation did not induce transcriptional changes in skeletal muscle. Additionally, in contrast to previous studies, KME did not affect glycogen concentrations or serum EPO levels during the first 3-hours post-exercise.",Homo sapiens,Expression profiling by high throughput sequencing,36,skeletal_muscle;blood_pbmc;tendon_repair,1,1,0,0,0,1,40960642,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292369/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292369,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE282291,200282291,Exercise Training-induced Extracellular miR-136-3p Modulates Glucose Uptake and Myogenesis through Targeting of NRDC in Human Skeletal Muscle,"We identified several exercise training-responsive miRNAs within exosome-rich EVs in serum, including miR-136-3p. In human myotubes, miR-136-3p enhanced glucose uptake and targeted the nardilysin convertase (NRDC) gene. To search miR-136-3p and NRDC relating function in human myotubes, we performed transcriptome analysis.",Homo sapiens,Expression profiling by array,24,skeletal_muscle;blood_pbmc,1,1,0,0,0,1,41046976,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE282nnn/GSE282291/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282291,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE296683,200296683,Tomatidine Attenuates Inflammatory Responses to Exercise-Like Stimulation in Donor-derived Skeletal Muscle Myobundles,We assessed donor-specific response to tomatidine known to inhibit muscle atrophy and promote skeletal muscle hypertrophy. Bioinformatic analyses revealed that infusion of tomatidine during electrical stimulation modulated the IL-6/JAK/STAT3 pathway improving muscle synchronicity in young myobundles compared to those from older volunteers.,Homo sapiens,Expression profiling by high throughput sequencing,12,skeletal_muscle,1,1,0,1,0,1,40832111,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE296nnn/GSE296683/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296683,
12,exercise,GEO/GDS,exercise_skeletal_muscle_human_geo,GSE287158,200287158,Telmisartan Modulates Exercise Responses in Peripheral Artery Disease: Analyses of Skeletal Muscle from the TELEX Trial,"Background: In people with peripheral artery disease (PAD), the TELEX randomized clinical trial tested whether telmisartan (TEL), with or without exercise, significantly improved 6-minute walk distance at 6-month follow-up, compared to placebo (PLA). Objectives: The present study analyzed the effects of TEL on exploratory outcomes of muscle cellular and molecular characteristics. Methods: Baseline and 6-month follow-up muscle biopsies were obtained from 13 participants with PAD in the TELEX trial randomized to exercise + TEL or exercise + PLA. Immunohistochemistry was used to assess measures including myofiber cross-sectional area and satellite cell content, and the GeoMx digital spatial profiling system was used for transcriptomic analyses of alpha-smooth muscle actin (α-SMA)-positive and α-SMA-negative cells (primarily myofibers). Results: Myofiber cross-sectional area (CSA) and the number of satellite cells associated with Type II myofibers were significantly increased in the exercise + TEL group relative to exercise + PLA (p = 0.038 and p = 0.031, respectively). Among participants undergoing supervised exercise, those randomized to TEL had up-regulated N-linked glycosylation and down-regulated Ras signaling pathways in α-SMA-positive cells, compared to PLA. In α-SMA-negative cells, participants randomized to TEL showed up-regulated PPARγ activation-related pathways, including NO-cGMP-PKG signaling, and fatty acid oxidation. TEL also significantly reduced myostatin expression (adj. p = 0.0097) relative to PLA in α-SMA-negative cells. Conclusions: Overall, these findings suggest that TEL may regulate the effects of exercise on muscle in individuals with PAD by reducing myostatin expression, increasing myofiber size, and increasing activation of PPARγ.",Homo sapiens; synthetic construct,Other,89,skeletal_muscle,1,1,0,0,0,1,40837832,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE287nnn/GSE287158/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE287158,
